Precitec Optronik - FSS Explorer v2.749 - SCAN PATH DATA;
ScanProgram: <PrecitecFSSExplorer>; Demo: 80 mm aperture wafer on cold plate;
Gain Correction X:1.00000000, Y:1.00000000; Applied Transformation ShiftX:0.00000000, ShiftY:0.00000000, Rotation (rad):0.00000000
#Object: AreaScan; PointsPerLine: 161; NumberOfLines: 161; PercentileFilter: 50.00
#Attention: Encoder X/Y values are external axis corrected values
# real scanner position (X/Y, ENC X/Y) - external axis position
#Encoder V;Encoder Z;Encoder Y;Encoder X;Thickness 1;Intensity;X Pos [mm];Y Pos [mm]
1;12019;-40000;-40000;No Data;4.5362;-40.0000;-40.0000;
1;12019;-40000;-39500;No Data;4.4758;-39.5000;-40.0000;
1;12020;-40000;-39000;No Data;4.4889;-39.0000;-40.0000;
1;12020;-40000;-38500;No Data;4.5101;-38.5000;-40.0000;
1;12020;-40000;-38000;No Data;4.4601;-38.0000;-40.0000;
1;12020;-40000;-37500;No Data;4.4729;-37.5000;-40.0000;
1;12020;-40000;-37000;No Data;4.4563;-37.0000;-40.0000;
1;12020;-40000;-36500;No Data;4.5113;-36.5000;-40.0000;
1;12020;-40000;-36000;No Data;4.5037;-36.0000;-40.0000;
1;12019;-40000;-35500;No Data;4.4993;-35.5000;-40.0000;
1;12019;-40000;-35000;No Data;4.5661;-35.0000;-40.0000;
1;12018;-40000;-34500;No Data;4.4589;-34.5000;-40.0000;
1;12018;-40000;-34000;No Data;4.4999;-34.0000;-40.0000;
1;12017;-40000;-33500;No Data;4.4356;-33.5000;-40.0000;
1;12017;-40000;-33000;No Data;4.4801;-33.0000;-40.0000;
1;12016;-40000;-32500;No Data;4.4837;-32.5000;-40.0000;
1;12015;-40000;-32000;No Data;4.4292;-32.0000;-40.0000;
1;12014;-40000;-31500;No Data;4.4359;-31.5000;-40.0000;
1;12013;-40000;-31000;No Data;4.4538;-31.0000;-40.0000;
1;12012;-40000;-30500;No Data;4.4143;-30.5000;-40.0000;
1;12011;-40000;-30000;No Data;4.4679;-30.0000;-40.0000;
1;12010;-40000;-29500;No Data;4.4070;-29.5000;-40.0000;
1;12009;-40000;-29000;No Data;4.3686;-29.0000;-40.0000;
1;12008;-40000;-28500;No Data;4.4312;-28.5000;-40.0000;
1;12007;-40000;-28000;No Data;4.3963;-28.0000;-40.0000;
1;12006;-40000;-27500;No Data;4.4282;-27.5000;-40.0000;
1;12005;-40000;-27000;No Data;4.3781;-27.0000;-40.0000;
1;12003;-40000;-26500;No Data;4.4104;-26.5000;-40.0000;
1;12002;-40000;-26000;No Data;4.3911;-26.0000;-40.0000;
1;12001;-40000;-25500;No Data;4.4233;-25.5000;-40.0000;
1;12000;-40000;-25000;No Data;4.2994;-25.0000;-40.0000;
1;11998;-40000;-24500;No Data;4.3123;-24.5000;-40.0000;
1;11997;-40000;-24000;No Data;4.3025;-24.0000;-40.0000;
1;11996;-40000;-23500;No Data;4.3151;-23.5000;-40.0000;
1;11995;-40000;-23000;No Data;4.2913;-23.0000;-40.0000;
1;11994;-40000;-22500;No Data;4.3152;-22.5000;-40.0000;
1;11992;-40000;-22000;No Data;4.2863;-22.0000;-40.0000;
1;11991;-40000;-21500;No Data;4.2328;-21.5000;-40.0000;
1;11990;-40000;-21000;No Data;4.3646;-21.0000;-40.0000;
1;11989;-40000;-20500;No Data;4.3331;-20.5000;-40.0000;
1;11988;-40000;-20000;No Data;4.3012;-20.0000;-40.0000;
1;11987;-40000;-19500;No Data;4.2980;-19.5000;-40.0000;
1;11986;-40000;-19000;No Data;4.2477;-19.0000;-40.0000;
1;11985;-40000;-18500;No Data;4.2496;-18.5000;-40.0000;
1;11984;-40000;-18000;No Data;4.3034;-18.0000;-40.0000;
1;11984;-40000;-17500;No Data;4.2918;-17.5000;-40.0000;
1;11983;-40000;-17000;No Data;4.2361;-17.0000;-40.0000;
1;11982;-40000;-16500;No Data;4.1283;-16.5000;-40.0000;
1;11982;-40000;-16000;No Data;4.1580;-16.0000;-40.0000;
1;11981;-40000;-15500;No Data;4.1935;-15.5000;-40.0000;
